Provinsi,KotaKab,TipeFaskes,NamaFaskes,AlamatFaskes,Latitude,Longitude
Bali,Kota Denpasar,Klinik Utama,dr. I Gst Tade Ajeng Trisna,Jl. Pulau Komodo No 14 Denpasa,-8.677401,115.211942
Bali,Kota Denpasar,Klinik Utama,"dr. Ni Wayan Milawati, MARS",Jalan Segina No 5,-8.694721,115.187726
Bali,Kota Denpasar,Klinik Utama,dr. Ni Luh Gde Armini,Jl Tukad Punggawa No 39,-8.61984,115.2
Bali,Kota Denpasar,Klinik Utama,Dokter Ni Wayan Eka Rahayu D,"Jl. Danau Beratan, Anggarkasih",-8.67626,115.256427
Bali,Kota Denpasar,Klinik Pratama,Klinik Brimobda Polda Bali," Jl. Wr. Supratman, Tohpati",-8.63355,115.25714
Bali,Kota Denpasar,Klinik Pratama,Klinik Polresta Denpasar (POL),Jl. Gunung Sanghyang No. 110,-8.648191,115.182661
Bali,Kota Denpasar,Klinik Pratama,Klinik Polda Bali, Jl. Kamboja No.22 Denpasar,-8.646311,115.223641
Bali,Kota Denpasar,Klinik Pratama,Klinik SOS Gatot Kaca,"Jl. Gatot Kaca No.21, Denpasar",-8.652767,115.217865
Bali,Kota Denpasar,Klinik Pratama,Klinik Mesari Usadha,Jl. Intan Lc Ii Gg I / 4,-8.634326,115.224
Bali,Kota Denpasar,Klinik Pratama,Klinik Remedium Care,Jalan By Pass Ngurah Rai Sanur,-8.698481,115.2585
Bali,Kota Denpasar,Klinik Pratama,Klinik TPKK Denpasar,Jl. Serma Tugir No.16,-8.672757,115.2162
Bali,Kota Denpasar,Klinik Pratama,Klinik Bina Usada,"Jl. Gatsu No 455 X, Denpasar B",-8.63707,115.181183
Bali,Kota Denpasar,Klinik Pratama,Klinik Wirati,Jl. Pulau Saelus Ii/3 Dps,-8.686512,115.211327
Bali,Kota Denpasar,Klinik Pratama,Klinik Petanu Medical Center,"Jl. Tukad Petanu No 9C, Sidaka",-8.670118,115.22898
Bali,Kota Denpasar,Klinik Pratama,Klinik Bhaksena IDT,Jalan Diponegoro 150 Blok B134,-8.67036,115.2136
Bali,Kota Denpasar,Klinik Pratama,Klinik Anugerah,Jl.Nangka Selatan No.87 Dps,-8.63799,115.22264
Bali,Kota Denpasar,Klinik Pratama,Klinik Bhakti Rahayu,JL. RAYA PADANG LUWIH NO. 88 b,-8.63703,115.221
Bali,Kota Denpasar,Klinik Pratama,Klinik Ubung,Jalan Cokroaminoto No.147,-8.632541,115.2
Bali,Kota Denpasar,Klinik Pratama,Klinik Karya Prima,Raya Sesetan No.342,-8.684721,115.215781
Bali,Kota Denpasar,Klinik Pratama,Klinik Werdhi Ayu,Gunung Agung No.233,-8.651401,115.19
Bali,Kota Denpasar,Klinik Pratama,Klinik PPK I Sudirman (AD),Pb Sudirman No.2,-8.664132,115.218474
Bali,Kota Denpasar,Klinik Pratama,Klinik PPK I Kepaon (AD),Jl.Zidam No.1,-8.711856,115.2
Bali,Kota Denpasar,Klinik Pratama,BK. Lanal Dps (AL),Jl. Raya Sesetan No.331,-8.710895,115.22
Bali,Kota Denpasar,Klinik Pratama,Klinik Penta Medica,Jl. Marlboro No 88,-8.681445,115.19
Bali,Kota Denpasar,Klinik Pratama,Klinik PPK I Makodam (AD),Udayana No.1,-8.657321,115.216699
Bali,Kota Denpasar,Apotek,IFRS Bali Med,Jl. Mahendradatta no 57X,-8.656914,115.191373
Bali,Kota Denpasar,Apotek,Apotek Kimia Farma Denpasar,diponogoro 125 denpasar,-8.669957,115.215772
Bali,Kota Denpasar,Apotek,IFRS Dharma Sidhi,Jln Serma Kawi No 13-17,-8.670821,115.217453
Bali,Kota Denpasar,Apotek,Apotik Restu Medika,Jl.Pulau Komodo No.6-8 Sanglah,-8.656291,115.222123
Bali,Kota Denpasar,Apotek,Apotik Ganesa,Jl.Nias No.8,-8.675755,115.213
Bali,Kota Denpasar,Apotek,Apotik Vita Farma,Jl.Pulau Aru No.12 Sanglah,-8.678854,115.2
Bali,Kota Denpasar,Apotek,Apotik Kartini,Jl.Kartini No.129,-8.649563,115.213548
Bali,Kota Denpasar,Apotek,Apotik Bhakti Rahayu Denpasar,Jl.Gatot Subroto Ii No.11,-8.636503,115.215191
Bali,Kota Denpasar,Apotek,In.Far.Perjan Rsu Sanglah,Jl.Pulau Nias,-8.67588,115.213
Bali,Kota Denpasar,Apotek,IFRS Puri Raharja,Jl Wr Supratman No.14,-8.64938,115.226
Bali,Kota Denpasar,Apotek,Instalasi Farmasi Rsud Wangaya,Jl Kartini No 133 Denpasar,-8.648579,115.212844
Nusa Tenggara Barat,Kab. Lombok Barat,Rumah Sakit,RSUD Patut Patuh Patju,Jl. H Lalu Angrat Ba. No.2,-8.681876,116.123292
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Sigerongan,Jl. Karang Bayan Sigerongan,-8.567908,116.153263
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Dasan Tapen,Jl. Tgh Abdussamad Gerung,-8.664887,116.133416
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Banyumulek,Jl. Raya Kerangkeng Banyumulek,-8.652816,116.113935
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Narmada,Jl. A. Yani Narmada,-8.604501,116.173128
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Lingsar,Jl. Narmada Lingsar,-8.573374,116.198881
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Sedau,Jl. A. Yani Ds. Keru,-8.591503,116.24878
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Penimbung,Jl. Raya Lilir No. 4,-8.54737,116.136
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Labuapi,Jl. TGH Lopan Labuapi,-8.62733,116.122794
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Kediri,Jl. TGH Abdul Karim Kediri,-8.635222,116.15
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Kuripan,Jl. TGH Abdul Hafidz Kuripan,-8.663605,116.1594
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Gerung,Jl. Selaparang No. 5 Gerung,-8.691619,116.1229
Nusa Tenggara Barat,Kab. Lombok Barat,Puskesmas,Pelangan,Jl. Raya Pelangan (Tara Pasar),-8.783271,115.93
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Utama,dr. Ahmad Taufiq Fathoni,"Jl. Raya Beleka, kec. Gerung",-8.65858,116.13
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Utama,dr. Joko Purmono,jl. j. sudirman dsn.geres,-8.678388,116.139
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Utama,dr. Baiq Yulia Handayani,Jl. Taruna Ombe Baru,-8.653073,116.133684
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Utama,dr. HERMANSYAH (JST),Jl. A. Yani no. 44 Gerung,-8.688306,116.118667
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Pratama,Klinik Kreshna Husada,Jl. Raya Bangko-bangko,-8.780084,115.925
Nusa Tenggara Barat,Kab. Lombok Barat,Klinik Pratama,Klinik Permata,Jl. Tanjung Gunung No. 4,-8.689805,116.124642
Nusa Tenggara Barat,Kab. Lombok Tengah,Rumah Sakit,Rsi Yatofa,Jl. Raya Praya Mantang Km. 7 B,-8.651287,116.3
Nusa Tenggara Barat,Kab. Lombok Tengah,Rumah Sakit,RSUD Praya,Jl. H. LALU HASYIM,-8.702252,116.295237
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Bagu,Jln. H. Badruddin Bagu ,-8.618111,116.216222
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Aik Darek,"Jln. Raya Pancor Dao, Mantang",-8.594778,116.294778
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Batu Jangkih,jalan batu jangkih sepi,-8.818001,116.1428
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Ubung,"Jln. Raya Ubung, Jonggat",-8.652211,116.2
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Bonjeruk,"desa bonjeruk, jonggat",-8.644105,116.228658
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Puyung,"desa puyung, jonggat",-8.682328,116.234886
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Mantang,Jln. Raya Mantang,-8.615174,116.312591
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Teratak,Jalan Pariwisata Aik Bukak ,-8.588439,116.325196
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Penujak,Jl. Raya Penujak Dusun Dayen P,-8.744208,116.24
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Darek,"Jln. Raya Darek, Dusun Bale Bu",-8.737889,116.2
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Mangkung,Jln. Raya Selong Belanak Dusun,-8.805984,116.225787
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Pringgarata,Jln. Diponegoro Desa Pringgara,-8.618412,116.25
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Janapria,Janapria,-8.709088,116.395538
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Langko,Dsn Raweng Desa Selebung Rembi,-8.746517,116.4
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Praya,Jln Diponegoro No. 48 Praya,-8.705627,116.273375
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Pengadang,Dusun Pengadang Utara Desa Pen,-8.683963,116.328927
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Batunyala,Jl. Raya Praya Mujur Km 05 Dus,-8.730196,116.3123
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Aikmual,"Jln. Praya Mantang, Aikmual",-8.664984,116.286
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Sengkol,Jln Raya Sengkol-Kuta,-8.805634,116.293816
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Kuta,"Jln. Raya Kuta, Pujut",-8.885353,116.275
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Teruwai,"Desa Teruwai, Pujut",-8.812428,116.331484
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Mujur,Dusun Muntung Inggu Desa Mujur,-8.761866,116.356391
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Ganti,Desa Ganti,-8.789064,116.42949
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Kopang,Kopang,-8.634067,116.354527
Nusa Tenggara Barat,Kab. Lombok Tengah,Puskesmas,Muncan,"Jln. Raya Semparu-Bodak,Desa M",-8.659275,116.333
Nusa Tenggara Barat,Kab. Lombok Tengah,Dokter Gigi,drg. Lushy Budiarti,Jl Gajah Mada Leneng Praya,-8.704264,116.263814
Nusa Tenggara Barat,Kab. Lombok Tengah,Dokter Gigi,drg. ENDANG SETIOWATY (JST),Jl. Rinjani No.01 Praya,-8.701606,116.26871
Nusa Tenggara Barat,Kab. Lombok Tengah,Dokter Gigi,drg. UMMI KALSUM,Jl. Ubung- Bonjeruk,-8.651,116.299
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,dr. Fachrudi Hanafi,Dusun Dayan Peken Desa Penujak,-8.74573,116.24
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,dr. Wiwin Apriani,Jl. Dewi Anjani Rt/Rw.06/02 Ka,-8.701841,116.271139
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,H. Sugeng Riyadi,Dsn. Bonjeruk Kec.Jonggat,-8.615888,116.25
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,"dr. Hj. Heny Mardiana,M.Kes",Jln. Tunjung No. 2 Kamp Meteng,-8.708916,116.27
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,dr. LINAH TALIB (JST),Jl. Soekarno Hatta No. 28,-8.704248,116.269439
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,dr. Ketut Sudarsana,"Untung Surapati, Kampung jawa",-8.708438,116.276762
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Utama,I Wayan Sudarma,Puyung-Lombok Tengah,-8.683289,116.237
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Pratama,Poskes 1620 / Loteng,Jl. Ki Hajar Dewantara No 7,-8.704786,116.26476
Nusa Tenggara Barat,Kab. Lombok Tengah,Klinik Pratama,Klinik Polres Lombok Tengah,Jl. Basuki Rahmat  5 Praya,-8.708362,116.2799
Nusa Tenggara Barat,Kab. Lombok Tengah,Apotek,Apotik RAHAYU,Jl. Jendral Sudirman No.7 Pray,-8.707182,116.271264
Nusa Tenggara Barat,Kab. Lombok Tengah,Apotek,Inst Farmasi Rsud Praya,Jalan Basuki Rahmat 11,-8.702252,116.295237
Nusa Tenggara Barat,Kab. Lombok Timur,Rumah Sakit,Rumah Sakit Islam Namira,Jl. K.H. Akhmad Dahlan No 17 ,-8.647327,116.519896
Nusa Tenggara Barat,Kab. Lombok Timur,Rumah Sakit,RS Risa Sentra Medika Lotim,Jl. Pejanggik No.78A Rakam,-8.652814,116.519316
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Labuhan Haji,Jln. Hos Cokroaminoto,-8.695299,116.569658
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Denggen,"Kel. Denggen, Kec. Selong",-8.64858,116.5374
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Selong,"Jl. A. Yani Selong,Kec. Selong",-8.648556,116.537417
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Korleko,Ds. Korleko Selatan Kec.Lab.Hj,-8.647278,116.5788
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Kerongkong,"Jl. Raya Kerongkong No.3, ",-8.629504,116.528892
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Dasan Lekong,Jln Raya Masbagik-Dasan Lekong,-8.640778,116.499333
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Masbagik,Jln Raya Masbagik Labuhan Lomb,-8.6225,116.47
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Pringgasela,Jl. Pendidikan No. 36,-8.58775,116.476694
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Lendang Nangka,"Ds. Lendang Nangka, Masbagik",-8.601333,116.454333
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Kotaraja,"Ds. Kotaraja, Kec. Sikur",-8.592409,116.418816
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Sikur,"Ds. Sikur, Kec. Sikur",-8.642445,116.456833
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Terara,Jalan Raya Jenggik,-8.641,116.41
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Montong Betok,"Ds. Mt. Betok, Kec.Mt.Gading",-8.601625,116.4
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Rensing,Jln Soekarno Hatta ,-8.720109,116.465
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Sakra,"Jl. Soekarno Hatta, Suwangi",-8.683443,116.462516
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Lepak,Jln. Moyot - Rambang Km 5,-8.706288,116.5
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Keruak,Jl Raya Pancor Keruak Km 23,-8.76725,116.483611
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Sukaraja,"Jln. Keruak - Praya,  Km. 10",-8.774405,116.436429
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Jero Waru,Jero Waru,-8.795169,116.483579
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Aikmel,jalan pendidikan no 23,-8.570528,116.5343
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Wanasaba,Jl.Raya Labuhan Lombok No.17,-8.568739,116.578764
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Kalijaga,Jln. Raya Kalijaga-Lenek,-8.597677,116.5494
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Sembalun,Desa Sembalun Bumbung,-8.384167,116.541111
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Lenek,Dasan Montong Desa Lenek,-8.588889,116.5
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Labuhan Lombok,Jl Raya Labuhan Lombok,-8.502472,116.663333
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Batuyang,Ds. Batuyang Kec. Pringgabaya,-8.562806,116.625528
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Suela,Jln Pariwisata Lemor,-8.52309,116.573686
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Sambelia,"Ds. Sambelia, Kec. Sambelia",-8.379722,116.689167
Nusa Tenggara Barat,Kab. Lombok Timur,Puskesmas,Belanting,"Ds. Belanting, Kec. Sambelia",-8.305324,116.625735
Nusa Tenggara Barat,Kab. Lombok Timur,Dokter Praktik Perorangan,Klinik Permata Cinta,Praubanyar Desa Terara,-8.640287,116.4
Nusa Tenggara Barat,Kab. Lombok Timur,Dokter Gigi,drg. Sidartha Fitriadi,"Jl. Prof. M. Yamin No. 42, ",-8.649452,116.526865
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,dr. HERNI BUDIYANTI,Dusun Ambung,-8.649506,116.523286
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,dr. Yahsir Wahyu Purnomo,Jln. Tgkh. M. Zainuddin Abd Ma,-8.646897,116.53
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,"dr. Hj. Shofiyati Jamila,M.Kes",Jl. Raya Masbagik-Mataram,-8.621804,116.475937
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,dr. SITI KHADIJAH,jL. Pendidikan No.37 ,-8.571247,116.536169
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,dr. Lalu Ofan Hendardi,Timuk Jero Desa Dasan Lekong K,-8.581662,116.512515
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Utama,dr. Utun Supria,Jl. Prof. M. Yamin 144,-8.65381,116.537576
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Poskes 1615 / Lotim,"Jl. Hasanudin, Kel. Selong",-8.656873,116.537426
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Klinik Polres Lombok Timur,Jl.Tgkh M Zainuddin Abd Madjid,-8.649506,116.523286
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Poliklinik SPN Polda NTB,Jl. Bhayangkara 1,-8.296197,116.643
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Klinik Al-Hamzi,Jl.Tgkh.Zainuddin Abd Majid 10,-8.644165,116.51282
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Hamzar,"Jl. Raya Labuhan Lombok, Kompl",-8.575324,116.5573
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Klinik HASANAH,Jl. Pemban Aji,-8.730448,116.481883
Nusa Tenggara Barat,Kab. Lombok Timur,Klinik Pratama,Klinik Asy-Syifaa,"Lekong Lima Desa Mt.Betok,",-8.589641,116.4
Nusa Tenggara Barat,Kab. Lombok Timur,Apotek,Apotik Kimia Farma 55 Selong,Jl. Prof M. Yamin No 73 Selong,-8.651875,116.5335
Nusa Tenggara Barat,Kab. Lombok Timur,Apotek,If Rsud Dr.R.Soedjono Selong,Prof. M. Yamin No.55 Selong,-8.650966,116.528278
Nusa Tenggara Barat,Kab. Lombok Timur,Apotek,If Rsi Namira,Kh. Ahmad Dahlan No 17 Pancor,-8.647327,116.519896
Nusa Tenggara Barat,Kab. Dompu,Klinik Utama,dr. Endri Wati Min Hudayah,Jl. Gajah Mada No. 02,-8.539667,118.4645
Nusa Tenggara Barat,Kab. Dompu,Klinik Utama,dr. H. Syafruddin,Ling Kandaidua Barat,-8.546687,118.433522
Nusa Tenggara Barat,Kab. Dompu,Klinik Pratama,Poskes 09.10.12 Dompu,Jl. Sukarno Hatta,-8.535931,118.464252
Nusa Tenggara Barat,Kab. Dompu,Klinik Pratama,Klinik Polres Dompu,"Jl. Bhayangkara No.9 ,  84211",-8.53821,118.466434
Nusa Tenggara Barat,Kab. Dompu,Apotek,If Rsud Dompu,Jalan Kesehatan Nomor 1,-8.540766,118.464471
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Donggo,"Ds. Oo, Kec. Donggo",-8.424783,118.5953
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Monta,Ds. Tangga Kec. Monta,-8.656027,118.69376
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Belo,"Ds. Cenggu, Kec. Belo",-8.597499,118.7
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Palibelo,"Ds. Teke, Kec. Palibelo",-8.537661,118.736854
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Soromandi,"Ds. Bajo, Kec. Soromandi",-8.4554,118.683251
Nusa Tenggara Barat,Kab. Bima,Puskesmas,Langgudu,"Ds. Karumbu, Kec. Langgudu",-8.697607,118.82838
Nusa Tenggara Barat,Kab. Bima,Klinik Utama,dr. Wahyuni,Jalan Lintas Parado,-8.658017,118.693779
Nusa Tenggara Barat,Kab. Bima,Klinik Utama,dr. Eni Andriani,jl. Lintas Tente Bima,-8.569986,118.697659
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,Rumah Sakit Umum Kota Mataram,Jl. Bung Karno Mataram,-8.607754,116.114745
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,Rumah Sakit Islam Siti Hajar,Jalan Catur Warga,-8.586845,116.114382
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,Rumah Sakit Harapan Keluarga,Jalan Ahmad Yani No. 9,-8.58083,116.14541
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,Bkmm Provinsi Ntb,Jl Selaparang No.40A,-8.58652,116.131
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,RSU Provinsi Ntb,Jl. Prabu Rangkasari,-8.607397,116.13181
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,Rumkit Tk IV Wira Bhakti Mtr,Jl. Hos Cokroaminoto Mataram,-8.580066,116.1
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,RS Jiwa Provinsi Ntb,Jalan A. Yani No 1 Selagalas,-8.576322,116.147159
Nusa Tenggara Barat,Kota Mataram,Rumah Sakit,RS Risa Sentra Medika,Jl Pejanggik No 115,-8.586909,116.123
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Selaparang,"Jl. Jend. Sudirman, Rembiga",-8.564664,116.1222
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Cakranegara,"Jl Brawijaya No.38B, Mandalika",-8.594627,116.145412
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Kr Taliwang,Jl. Ade Irma Suryani No.60,-8.577838,116.126
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Babakan,"Jl L. Mesir Babakan, Sandubaya",-8.601587,116.135591
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Mataram,Jl. Catur Warga,-8.584147,116.1
Nusa Tenggara Barat,Kota Mataram,Puskesmas,Pagesangan,Jl. Majapahit No.3 Pagesangan,-8.59473,116.1
Nusa Tenggara Barat,Kota Mataram,Dokter Gigi,drg. Murwani Setyatiningsih,Jl. CATUR WARGA NO. 6 MATARAM,-8.583827,116.1
Nusa Tenggara Barat,Kota Mataram,Dokter Gigi,drg. LUH PUTU AYU ROSNIARI B,Jl. Jambu 8 Mayura Cakranegara,-8.586051,116.13445
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Suwondo Ariyanto,Jl Lingkar Selatan Kr.Genteng,-8.616649,116.116
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Arsi Wahyuni,Jl. Dr. Wahidin No. 29,-8.557634,116.11
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. H. Mahsun Hermawan,Jl. KH. Ahmad Dahlan No.36,-8.604403,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Hj. Elih Sukaryatin,Jl. Batu Bolong No.26 Pagutan,-8.607684,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. H. Tris Cahyoso,Jl. Bung Hatta No.36 MATARAM,-8.581032,116.119285
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,"dr. H. Husin Fahmi, MPH",Jl. Hasanudin No 115,-8.581994,116.129669
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Hj. Dewi Madusari Alimin,Apotik K-24 Jl Pejanggik No109,-8.587284,116.123991
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,"dr. KETUT MENDRA, MQIH (JST)",Jl. W.R. Supratman no. 25,-8.586793,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. STEPHANUS GUNAWAN (JST),Jl. Ahmad Yani Sweta,-8.579333,116.146
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. I WAYAN SUMARJAYA (JST),Jl. Ismail Marzuki No.10,-8.591817,116.12736
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. KETUT SURA (JST),Jl. Palapa Ii/10 Cakaranegara,-8.59079,116.12
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Agustinus Sutanto,jl. Sriwijaya No. 86 Cakra,-8.594209,116.11499
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Dymitri Adhita,Jl. Kerajinan I Gg. Mutiara I,-8.570942,116.129997
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Hj. Juli Ardani,Jl. dr. Soetomo No.19 Kr Baru,-8.571268,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Ni Made Ratna Dewi,Jl. Catur Warga No.9 Mataram,-8.587217,116.115
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,Dr. Hidayat,Jl. Brawijaya No. 3B Mandalika,-8.594636,116.145358
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. I Gede Jayantika,Jl. Pejanggik No.15 A Pajang,-8.584274,116.113869
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. I Gusti Ayu Rai Astarini,Jl. WR. Supratman No. 18,-8.585286,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Utama,dr. Lindawati,Jl Ade Irma Monjok,-8.578219,116.113989
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Sikes Lanud Selaparang,Ÿjl. Adi Sujtipto Mataram Ntb,-8.55793,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Bp Lanal Mataram,Jl. Pejanggik Karang Jangkong,-8.58625,116.117778
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Nayaka Era Husada (Jst),Jl. Cilinaya Blok B/20,-8.589161,116.119437
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Klinik Kimia Farma 134,Jl. Pejanggik No. 48 D Mataram,-8.586553,116.12
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,NAYAKA HUSADA 02 Sandubaya,Jl. A.A Gde Ngurah No. 67,-8.602346,116.128741
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Klinik Kamboja,Jl. WR. Supratman No. 24,-8.585638,116.1
Nusa Tenggara Barat,Kota Mataram,Klinik Pratama,Klinik K-Risna Medika,Jl. Jenderal Sudirman No. 18,-8.562767,116.11129
